Local Time,Label (Target),Attention,Meditation,Alpha,Beta,Theta,Delta,Gamma,Head Pose,Gaze,Emotion
10:50:02 24/5/2026,Sao nhãng,26,94,65024,11939,749738,1237140,5116,Không tìm thấy mặt,Không tìm thấy mắt,Buồn bã
10:50:03 24/5/2026,Sao nhãng,10,86,57459,10651,377989,965449,5490,Quay trái,Liếc trái,Bình thường
10:50:04 24/5/2026,Sao nhãng,14,83,58191,17171,456345,1056619,5132,Cúi xuống,Liếc phải,Bình thường
10:50:18 24/5/2026,Sao nhãng,21,69,46011,16365,689437,723747,5231,Quay trái,Liếc trái,Buồn bã
10:50:19 24/5/2026,Sao nhãng,26,64,29242,8417,766141,1129588,3947,Nhìn thẳng,Nhìn thẳng,Khó chịu
10:50:20 24/5/2026,Sao nhãng,10,62,57406,10291,245015,812216,3950,Không tìm thấy mặt,Không tìm thấy mắt,Buồn bã
10:50:21 24/5/2026,Sao nhãng,12,90,68637,7135,269421,1097852,3602,Quay phải,Liếc phải,Buồn bã
10:50:22 24/5/2026,Sao nhãng,26,65,76335,5865,207779,1121652,4573,Quay phải,Liếc phải,Bình thường
10:50:23 24/5/2026,Sao nhãng,33,93,34299,14717,309612,1379087,1165,Không tìm thấy mặt,Không tìm thấy mắt,Buồn bã
10:50:24 24/5/2026,Sao nhãng,40,61,35287,11578,259855,740010,3450,Quay phải,Liếc phải,Khó chịu
10:50:25 24/5/2026,Sao nhãng,11,83,36096,9257,689435,1069481,5310,Quay trái,Liếc trái,Buồn bã
10:50:26 24/5/2026,Sao nhãng,33,61,67801,16359,486276,1349358,3714,Quay phải,Liếc phải,Buồn bã
10:50:27 24/5/2026,Sao nhãng,18,89,45142,13166,299632,1294876,3636,Quay phải,Liếc phải,Bình thường
10:50:28 24/5/2026,Sao nhãng,18,84,35823,11818,690454,858233,5693,Quay phải,Liếc phải,Khó chịu
10:50:29 24/5/2026,Sao nhãng,13,62,67086,12816,721387,961166,3297,Nhìn thẳng,Nhìn thẳng,Buồn bã
10:50:30 24/5/2026,Sao nhãng,36,87,64268,10380,292059,1223730,3093,Quay trái,Liếc trái,Khó chịu
10:50:31 24/5/2026,Sao nhãng,10,79,51062,11579,777825,968979,3773,Nhìn thẳng,Nhìn thẳng,Buồn bã
10:50:32 24/5/2026,Sao nhãng,15,74,45399,15859,361490,988334,5039,Nhìn thẳng,Nhìn thẳng,Khó chịu
10:50:33 24/5/2026,Sao nhãng,24,73,52188,8059,253184,953045,3387,Nhìn thẳng,Nhìn thẳng,Buồn bã
10:50:34 24/5/2026,Sao nhãng,29,67,65803,4140,604686,525515,3740,Quay phải,Liếc xuống,Bình thường
10:50:35 24/5/2026,Sao nhãng,26,64,36369,13601,730755,551000,3076,Quay phải,Liếc phải,Ngạc nhiên
10:50:36 24/5/2026,Sao nhãng,21,64,45444,16193,282785,1161753,4205,Không tìm thấy mặt,Không tìm thấy mắt,Buồn bã
10:50:37 24/5/2026,Sao nhãng,30,75,26816,16739,253023,1297774,3551,Nhìn thẳng,Nhìn thẳng,Khó chịu
10:50:38 24/5/2026,Sao nhãng,16,62,64250,7295,551059,983261,3751,Nhìn thẳng,Nhìn thẳng,Buồn bã
10:50:39 24/5/2026,Sao nhãng,39,75,71534,8428,632032,766642,3957,Nhìn thẳng,Nhìn thẳng,Buồn bã
10:50:41 24/5/2026,Sao nhãng,28,76,28383,12703,217105,1244204,4768,Quay phải,Liếc phải,Buồn bã
10:50:42 24/5/2026,Sao nhãng,32,80,54378,14196,278555,1185554,3086,Quay trái,Liếc trái,Buồn bã
10:50:43 24/5/2026,Sao nhãng,18,66,29587,11089,275327,1258559,1276,Nhìn thẳng,Nhìn thẳng,Khó chịu
10:50:44 24/5/2026,Sao nhãng,13,71,70597,11705,576536,1129749,5047,Nhìn thẳng,Nhìn thẳng,Buồn bã
10:50:45 24/5/2026,Sao nhãng,21,92,37694,16647,540315,1435650,1675,Quay phải,Liếc phải,Buồn bã
10:50:46 24/5/2026,Sao nhãng,18,84,35467,13258,330662,1112008,4051,Nhìn thẳng,Nhìn thẳng,Buồn bã
10:50:47 24/5/2026,Sao nhãng,33,73,57154,7548,682269,819372,1149,Quay phải,Liếc phải,Khó chịu
10:50:48 24/5/2026,Sao nhãng,20,85,46060,13724,488484,840459,3612,Không tìm thấy mặt,Không tìm thấy mắt,Buồn bã
10:50:49 24/5/2026,Sao nhãng,33,84,56491,9049,708780,1237631,2192,Không tìm thấy mặt,Không tìm thấy mắt,Buồn bã
10:50:50 24/5/2026,Sao nhãng,15,88,32871,12568,329103,1379781,3304,Quay phải,Liếc xuống,Bình thường
10:50:51 24/5/2026,Sao nhãng,12,65,31861,17493,622545,512207,2875,Không tìm thấy mặt,Không tìm thấy mắt,Buồn bã
10:50:52 24/5/2026,Tập trung,21,74,51741,12548,430424,510220,2788,Không tìm thấy mặt,Không tìm thấy mắt,Bình thường
10:50:53 24/5/2026,Sao nhãng,36,78,49837,5087,701351,897538,1405,Ngẩng lên,Liếc trái,Khó chịu
10:50:54 24/5/2026,Sao nhãng,38,70,60415,18579,346119,1183011,4112,Quay trái,Liếc lên,Buồn bã
10:50:55 24/5/2026,Sao nhãng,10,65,69785,8297,284704,769304,4100,Quay phải,Liếc phải,Khó chịu
10:50:56 24/5/2026,Sao nhãng,32,75,45534,9519,637819,1481663,2038,Quay phải,Liếc phải,Buồn bã
10:50:57 24/5/2026,Sao nhãng,24,60,43493,3381,234603,731258,3586,Nhìn thẳng,Nhìn thẳng,Bình thường
10:50:58 24/5/2026,Sao nhãng,20,87,46466,12568,384493,1478802,3833,Quay trái,Liếc lên,Buồn bã
10:50:59 24/5/2026,Sao nhãng,40,84,33599,9933,232596,1409656,3043,Không tìm thấy mặt,Không tìm thấy mắt,Khó chịu
10:51:00 24/5/2026,Sao nhãng,39,95,33608,15438,766297,671568,4151,Không tìm thấy mặt,Không tìm thấy mắt,Buồn bã
10:51:01 24/5/2026,Sao nhãng,31,63,54927,14886,221972,1431286,2571,Quay trái,Liếc trái,Ngạc nhiên
10:51:02 24/5/2026,Sao nhãng,28,74,35117,10583,279703,1347713,2321,Quay trái,Liếc trái,Buồn bã
10:51:03 24/5/2026,Sao nhãng,38,78,48118,12332,556029,1497625,3051,Quay trái,Liếc trái,Buồn bã
10:51:04 24/5/2026,Sao nhãng,10,92,56708,8545,782931,581558,4650,Quay phải,Liếc phải,Buồn bã
10:51:05 24/5/2026,Sao nhãng,18,81,29964,10563,337461,1351333,1628,Quay phải,Liếc phải,Khó chịu
10:51:06 24/5/2026,Sao nhãng,39,62,40952,10983,603095,676583,3334,Quay trái,Liếc trái,Buồn bã
10:51:07 24/5/2026,Sao nhãng,26,92,55012,12300,753909,730637,4279,Nhìn thẳng,Nhìn thẳng,Buồn bã
10:51:08 24/5/2026,Sao nhãng,37,94,44241,13316,306334,742993,3730,Quay trái,Liếc lên,Buồn bã
10:51:09 24/5/2026,Sao nhãng,32,60,50555,7505,327603,638416,3856,Quay phải,Liếc xuống,Buồn bã
10:51:10 24/5/2026,Sao nhãng,17,81,64230,6035,384869,1299081,4717,Quay phải,Liếc phải,Bình thường
10:51:11 24/5/2026,Sao nhãng,30,81,47778,10682,287446,831456,4184,Quay trái,Liếc trái,Khó chịu
10:51:12 24/5/2026,Sao nhãng,10,82,44319,10694,709512,1196937,4245,Quay trái,Liếc trái,Buồn bã
10:51:13 24/5/2026,Sao nhãng,40,77,41672,11732,261442,1113818,2943,Quay phải,Liếc xuống,Bình thường
10:51:14 24/5/2026,Sao nhãng,15,77,63506,11618,355461,1246543,3909,Quay phải,Liếc phải,Khó chịu
10:51:15 24/5/2026,Sao nhãng,38,72,67814,15882,604273,616013,4243,Không tìm thấy mặt,Không tìm thấy mắt,Buồn bã
10:51:16 24/5/2026,Sao nhãng,36,64,54087,5489,432667,1204194,5595,Ngẩng lên,Liếc trái,Buồn bã
10:51:17 24/5/2026,Sao nhãng,33,83,68213,11751,321030,1334305,1552,Không tìm thấy mặt,Không tìm thấy mắt,Khó chịu
10:51:18 24/5/2026,Sao nhãng,40,74,48768,5703,345157,824858,3905,Nhìn thẳng,Nhìn thẳng,Buồn bã
10:51:19 24/5/2026,Tập trung,15,94,23653,10664,755435,813604,3310,Không tìm thấy mặt,Không tìm thấy mắt,Buồn bã
10:51:20 24/5/2026,Sao nhãng,40,90,74916,9165,725744,831534,1218,Quay trái,Liếc trái,Khó chịu
10:51:21 24/5/2026,Sao nhãng,28,64,68098,16593,702384,879698,2964,Nhìn thẳng,Nhìn thẳng,Bình thường
10:51:22 24/5/2026,Sao nhãng,13,93,28880,11991,586420,638066,4202,Quay trái,Liếc trái,Buồn bã
10:51:23 24/5/2026,Sao nhãng,31,84,39275,18540,500081,1026397,4060,Không tìm thấy mặt,Không tìm thấy mắt,Buồn bã
10:51:24 24/5/2026,Sao nhãng,29,86,58326,5353,315475,642966,4018,Không tìm thấy mặt,Không tìm thấy mắt,Khó chịu
10:51:25 24/5/2026,Sao nhãng,37,85,71014,13843,497262,1211806,3457,Cúi xuống,Liếc phải,Ngạc nhiên
10:51:27 24/5/2026,Sao nhãng,31,63,50428,7482,726743,516266,4630,Nhìn thẳng,Nhìn thẳng,Buồn bã
10:51:28 24/5/2026,Sao nhãng,25,66,61454,4268,676368,974598,3003,Quay phải,Liếc phải,Buồn bã
10:51:29 24/5/2026,Sao nhãng,16,91,54402,7763,715991,557171,2083,Quay trái,Liếc trái,Buồn bã
10:51:30 24/5/2026,Sao nhãng,20,72,46809,12551,685204,1101354,4477,Nhìn thẳng,Nhìn thẳng,Khó chịu
10:51:31 24/5/2026,Sao nhãng,14,71,48369,11861,467846,1243932,2009,Nhìn thẳng,Nhìn thẳng,Buồn bã
10:51:32 24/5/2026,Sao nhãng,35,66,70781,9655,225903,965906,5232,Quay trái,Liếc trái,Buồn bã
10:51:33 24/5/2026,Sao nhãng,35,76,48312,6886,275012,712704,3939,Quay phải,Liếc phải,Khó chịu
10:51:34 24/5/2026,Sao nhãng,29,74,59345,8626,237533,727360,5181,Quay phải,Liếc phải,Buồn bã
10:51:35 24/5/2026,Sao nhãng,36,87,67043,9992,528458,1109465,1733,Quay trái,Liếc trái,Buồn bã
10:51:36 24/5/2026,Sao nhãng,35,67,49765,16566,212054,1489067,4593,Quay trái,Liếc trái,Buồn bã
10:51:37 24/5/2026,Sao nhãng,24,71,41583,15806,286765,1207417,3168,Quay phải,Liếc phải,Bình thường
10:51:38 24/5/2026,Sao nhãng,18,70,53911,8502,613082,996619,3105,Không tìm thấy mặt,Không tìm thấy mắt,Buồn bã
10:51:39 24/5/2026,Sao nhãng,32,85,36513,11962,720463,1262576,2380,Không tìm thấy mặt,Không tìm thấy mắt,Khó chịu
10:51:40 24/5/2026,Sao nhãng,27,73,47773,7099,792357,905491,2582,Quay phải,Liếc phải,Buồn bã
10:51:41 24/5/2026,Sao nhãng,12,94,55274,9302,359105,1312235,3359,Quay trái,Liếc trái,Khó chịu
10:51:42 24/5/2026,Sao nhãng,17,86,64490,11291,461460,1070101,2186,Quay trái,Liếc trái,Buồn bã
10:51:43 24/5/2026,Sao nhãng,39,75,37353,9964,471197,772011,3617,Quay trái,Liếc trái,Khó chịu
10:51:44 24/5/2026,Sao nhãng,18,77,33183,9311,399013,715679,2941,Không tìm thấy mặt,Không tìm thấy mắt,Bình thường
10:51:45 24/5/2026,Sao nhãng,15,89,41481,6319,217155,1173251,3550,Nhìn thẳng,Nhìn thẳng,Buồn bã
10:51:46 24/5/2026,Tập trung,32,67,47254,7697,207872,831639,4397,Nhìn thẳng,Nhìn thẳng,Ngạc nhiên
10:51:47 24/5/2026,Sao nhãng,15,78,35348,15110,252996,762759,2202,Quay phải,Liếc phải,Bình thường
10:51:48 24/5/2026,Sao nhãng,20,64,54173,8361,653355,1113144,4072,Không tìm thấy mặt,Không tìm thấy mắt,Khó chịu
10:51:49 24/5/2026,Sao nhãng,25,60,70933,10229,350104,703027,3759,Nhìn thẳng,Nhìn thẳng,Buồn bã
10:51:50 24/5/2026,Sao nhãng,33,83,42128,9765,677243,783876,1588,Nhìn thẳng,Nhìn thẳng,Bình thường
10:51:51 24/5/2026,Sao nhãng,16,80,28976,17844,296575,631386,3371,Quay phải,Liếc phải,Buồn bã
10:51:52 24/5/2026,Sao nhãng,32,60,46424,8029,362720,726613,1833,Nhìn thẳng,Nhìn thẳng,Khó chịu
10:51:53 24/5/2026,Sao nhãng,38,71,63677,12185,259296,1237993,2714,Không tìm thấy mặt,Không tìm thấy mắt,Buồn bã
10:51:54 24/5/2026,Tập trung,24,70,69274,8301,767302,626880,1258,Ngẩng lên,Liếc trái,Khó chịu
10:51:55 24/5/2026,Sao nhãng,29,60,50287,14761,661207,1495395,3881,Không tìm thấy mặt,Không tìm thấy mắt,Buồn bã
10:51:56 24/5/2026,Sao nhãng,13,87,63080,12042,699345,567244,3897,Quay trái,Liếc trái,Buồn bã
10:51:57 24/5/2026,Sao nhãng,16,90,55853,11785,688656,1291563,2845,Quay phải,Liếc xuống,Bình thường
10:51:58 24/5/2026,Sao nhãng,38,72,39518,10532,368810,957444,2153,Không tìm thấy mặt,Không tìm thấy mắt,Bình thường
10:51:59 24/5/2026,Sao nhãng,10,79,48136,10860,259227,658311,2793,Quay phải,Liếc xuống,Khó chịu
10:52:00 24/5/2026,Sao nhãng,22,91,49395,13922,599778,900028,1588,Quay trái,Liếc trái,Buồn bã
10:52:01 24/5/2026,Sao nhãng,14,71,60442,9256,599377,1413361,2870,Không tìm thấy mặt,Không tìm thấy mắt,Buồn bã
10:52:02 24/5/2026,Sao nhãng,21,79,44998,9537,772321,624152,2593,Quay trái,Liếc trái,Bình thường
10:52:03 24/5/2026,Sao nhãng,34,93,52908,9494,586668,1372760,4991,Quay phải,Liếc xuống,Khó chịu
10:52:04 24/5/2026,Sao nhãng,24,68,41900,11573,294730,1332565,5821,Quay phải,Liếc phải,Buồn bã
10:52:05 24/5/2026,Sao nhãng,39,65,53196,8012,472280,1019326,5153,Quay trái,Liếc trái,Khó chịu
10:52:06 24/5/2026,Sao nhãng,38,86,60174,9037,471694,612213,3097,Quay trái,Liếc trái,Bình thường
10:52:07 24/5/2026,Sao nhãng,31,64,48051,11153,480223,785226,4182,Không tìm thấy mặt,Không tìm thấy mắt,Bình thường
10:52:08 24/5/2026,Sao nhãng,31,61,40827,10812,325303,527601,4971,Quay trái,Liếc trái,Buồn bã
10:52:09 24/5/2026,Sao nhãng,30,61,51265,10750,533625,681905,1399,Quay trái,Liếc trái,Ngạc nhiên
10:52:10 24/5/2026,Tập trung,31,95,43504,10355,490460,790182,3631,Quay trái,Liếc trái,Buồn bã
10:52:11 24/5/2026,Tập trung,31,67,72386,8884,511938,653260,4700,Nhìn thẳng,Nhìn thẳng,Buồn bã
10:52:12 24/5/2026,Sao nhãng,12,87,33979,12061,435103,966097,2592,Quay trái,Liếc trái,Khó chịu
10:52:13 24/5/2026,Sao nhãng,40,72,47266,8424,606060,1040913,2296,Nhìn thẳng,Nhìn thẳng,Buồn bã
10:52:14 24/5/2026,Sao nhãng,22,74,43694,5211,590941,1401674,2898,Nhìn thẳng,Nhìn thẳng,Bình thường
10:52:16 24/5/2026,Sao nhãng,28,85,58430,10638,573705,1248726,3659,Quay trái,Liếc trái,Khó chịu
10:52:17 24/5/2026,Sao nhãng,21,89,46204,9307,582011,573614,3363,Quay phải,Liếc phải,Buồn bã
10:52:18 24/5/2026,Sao nhãng,13,66,64491,7768,388721,622094,4895,Quay phải,Liếc phải,Khó chịu
10:52:24 24/5/2026,Sao nhãng,17,83,56335,2962,515858,1449293,4962,Nhìn thẳng,Nhìn thẳng,Bình thường
10:52:25 24/5/2026,Sao nhãng,25,66,53404,12034,746297,1115590,4457,Quay phải,Liếc phải,Buồn bã
10:52:26 24/5/2026,Sao nhãng,29,93,56396,12298,568695,582583,3275,Quay trái,Liếc trái,Buồn bã
10:52:27 24/5/2026,Sao nhãng,32,60,47461,17016,385257,753957,4938,Quay phải,Liếc phải,Khó chịu
10:52:28 24/5/2026,Sao nhãng,38,73,66009,16076,769691,1376830,3297,Quay phải,Liếc phải,Buồn bã
10:52:29 24/5/2026,Sao nhãng,18,60,42648,11519,619501,618335,3005,Quay trái,Liếc trái,Bình thường
10:52:30 24/5/2026,Sao nhãng,19,70,60064,14183,483969,958274,2521,Quay phải,Liếc phải,Buồn bã
10:52:31 24/5/2026,Sao nhãng,21,76,73317,4965,554586,776851,3050,Không tìm thấy mặt,Không tìm thấy mắt,Khó chịu
10:52:32 24/5/2026,Sao nhãng,32,94,64536,16586,707259,983001,3166,Cúi xuống,Liếc phải,Buồn bã
10:52:33 24/5/2026,Sao nhãng,13,76,58306,7800,667324,508221,4936,Không tìm thấy mặt,Không tìm thấy mắt,Buồn bã
10:52:34 24/5/2026,Sao nhãng,29,70,25957,9372,649658,718558,4542,Quay trái,Liếc trái,Buồn bã
10:52:35 24/5/2026,Tập trung,12,60,60136,12686,390590,1076771,4331,Nhìn thẳng,Nhìn thẳng,Khó chịu
10:52:36 24/5/2026,Sao nhãng,39,71,54327,13374,269002,535440,3554,Nhìn thẳng,Nhìn thẳng,Buồn bã
10:52:37 24/5/2026,Sao nhãng,27,76,28250,13173,782900,1056681,4584,Ngẩng lên,Liếc trái,Ngạc nhiên
10:52:38 24/5/2026,Sao nhãng,16,92,34002,8064,697393,990079,3916,Nhìn thẳng,Nhìn thẳng,Buồn bã
10:52:39 24/5/2026,Sao nhãng,18,62,64846,14822,216753,1496353,3706,Quay phải,Liếc phải,Buồn bã
10:52:40 24/5/2026,Sao nhãng,16,67,40294,13481,425737,602560,2936,Quay phải,Liếc phải,Khó chịu
10:52:41 24/5/2026,Sao nhãng,17,63,48211,12928,286303,1241407,3273,Quay phải,Liếc phải,Buồn bã
10:52:42 24/5/2026,Sao nhãng,11,76,58509,11758,554257,1410317,3746,Quay phải,Liếc phải,Buồn bã
10:52:43 24/5/2026,Sao nhãng,15,78,61787,12453,345721,1238041,5086,Không tìm thấy mặt,Không tìm thấy mắt,Buồn bã
10:52:44 24/5/2026,Sao nhãng,38,82,30628,15552,241516,675086,1756,Quay phải,Liếc xuống,Khó chịu
10:52:45 24/5/2026,Sao nhãng,12,63,60156,6358,353163,788034,2985,Quay phải,Liếc phải,Buồn bã
10:52:46 24/5/2026,Sao nhãng,14,73,42564,8390,752432,696459,2854,Không tìm thấy mặt,Không tìm thấy mắt,Buồn bã
10:52:47 24/5/2026,Sao nhãng,36,75,34020,12286,444343,617388,3263,Quay trái,Liếc trái,Khó chịu
10:52:48 24/5/2026,Sao nhãng,27,60,29434,11347,574785,1423891,3708,Không tìm thấy mặt,Không tìm thấy mắt,Buồn bã
10:52:49 24/5/2026,Sao nhãng,17,60,61306,8650,757336,1057753,3490,Quay phải,Liếc phải,Buồn bã
10:52:50 24/5/2026,Sao nhãng,38,86,44468,5457,530778,795554,4451,Quay trái,Liếc trái,Khó chịu
10:52:51 24/5/2026,Sao nhãng,12,76,58613,10410,403159,1467001,5443,Quay trái,Liếc trái,Buồn bã
10:52:52 24/5/2026,Sao nhãng,22,92,64699,6458,736433,602304,2103,Quay trái,Liếc trái,Khó chịu
10:52:53 24/5/2026,Tập trung,38,67,69826,13556,347141,928996,4533,Quay phải,Liếc phải,Buồn bã
10:52:54 24/5/2026,Sao nhãng,14,83,49426,11927,510214,635951,2437,Quay phải,Liếc phải,Buồn bã
10:52:55 24/5/2026,Sao nhãng,32,61,64826,6494,718144,816057,4496,Nhìn thẳng,Nhìn thẳng,Khó chịu
10:52:56 24/5/2026,Sao nhãng,24,94,69363,16159,439122,646994,3710,Quay phải,Liếc phải,Ngạc nhiên
10:52:57 24/5/2026,Sao nhãng,25,63,59439,12738,457886,1214350,3424,Quay trái,Liếc trái,Buồn bã
10:52:58 24/5/2026,Sao nhãng,11,68,36014,11948,229550,506292,2670,Quay trái,Liếc trái,Khó chịu
10:52:59 24/5/2026,Sao nhãng,36,75,57255,10361,793063,1318698,2615,Quay phải,Liếc phải,Buồn bã
10:53:00 24/5/2026,Sao nhãng,21,75,40460,10923,692072,1175062,3927,Nhìn thẳng,Nhìn thẳng,Khó chịu
10:53:01 24/5/2026,Sao nhãng,38,76,35798,5523,473887,1235532,3746,Quay trái,Liếc trái,Buồn bã
10:53:02 24/5/2026,Sao nhãng,38,63,70260,9115,287060,1457700,5446,Quay trái,Liếc trái,Buồn bã
10:53:03 24/5/2026,Sao nhãng,35,67,33713,6206,536934,1041288,1710,Quay phải,Liếc phải,Buồn bã
10:53:05 24/5/2026,Sao nhãng,19,92,39498,10715,434214,1477659,4276,Quay trái,Liếc trái,Khó chịu
10:53:06 24/5/2026,Tập trung,15,81,66443,15153,245493,1374934,3230,Không tìm thấy mặt,Không tìm thấy mắt,Buồn bã
10:53:07 24/5/2026,Sao nhãng,22,80,56933,15424,301247,501568,3870,Không tìm thấy mặt,Không tìm thấy mắt,Khó chịu
10:53:08 24/5/2026,Sao nhãng,38,94,58994,5792,789562,1152760,3554,Quay phải,Liếc phải,Buồn bã
10:53:09 24/5/2026,Sao nhãng,12,62,31668,11382,287438,812362,3055,Quay phải,Liếc phải,Khó chịu
10:53:10 24/5/2026,Sao nhãng,17,74,69491,11882,785458,1334381,4165,Không tìm thấy mặt,Không tìm thấy mắt,Buồn bã
10:53:11 24/5/2026,Sao nhãng,37,82,51235,10802,328661,721840,4426,Không tìm thấy mặt,Không tìm thấy mắt,Ngạc nhiên
10:53:12 24/5/2026,Sao nhãng,22,63,34777,7247,209944,984140,4195,Quay phải,Liếc xuống,Khó chịu
10:53:13 24/5/2026,Sao nhãng,24,85,48029,14068,711291,1203396,2919,Nhìn thẳng,Nhìn thẳng,Buồn bã
10:53:14 24/5/2026,Tập trung,20,65,31096,7766,619125,681590,4864,Cúi xuống,Liếc xuống,Buồn bã
10:53:15 24/5/2026,Sao nhãng,36,74,39242,10974,605807,924943,4262,Quay phải,Liếc xuống,Khó chịu
10:53:16 24/5/2026,Sao nhãng,37,93,40634,3101,240366,819122,4406,Cúi xuống,Liếc phải,Buồn bã
10:53:17 24/5/2026,Sao nhãng,20,69,32737,7038,548543,771991,2302,Nhìn thẳng,Nhìn thẳng,Bình thường
10:53:18 24/5/2026,Sao nhãng,20,77,56602,12058,788546,1410783,2897,Quay phải,Liếc xuống,Bình thường
10:53:19 24/5/2026,Sao nhãng,33,61,53662,11714,530544,1261016,3043,Quay phải,Liếc phải,Buồn bã
10:53:20 24/5/2026,Sao nhãng,31,95,39393,3940,289954,1239207,4008,Không tìm thấy mặt,Không tìm thấy mắt,Khó chịu
10:53:21 24/5/2026,Sao nhãng,25,73,37735,6884,533036,925537,3270,Quay trái,Liếc trái,Bình thường
10:53:22 24/5/2026,Sao nhãng,27,85,65274,15223,590425,1196557,3428,Quay phải,Liếc phải,Buồn bã
10:53:23 24/5/2026,Sao nhãng,39,66,45197,3434,386822,822704,5138,Không tìm thấy mặt,Không tìm thấy mắt,Khó chịu
10:53:24 24/5/2026,Sao nhãng,36,94,43594,14537,223826,1131475,4908,Cúi xuống,Liếc phải,Buồn bã
10:53:25 24/5/2026,Sao nhãng,14,77,44029,10051,340235,804611,4068,Nhìn thẳng,Nhìn thẳng,Buồn bã
10:53:26 24/5/2026,Sao nhãng,31,90,50090,17384,389822,808315,4191,Không tìm thấy mặt,Không tìm thấy mắt,Buồn bã
10:53:27 24/5/2026,Sao nhãng,13,94,52552,12457,670913,1475910,4191,Nhìn thẳng,Nhìn thẳng,Bình thường
10:53:28 24/5/2026,Sao nhãng,28,93,69177,10986,366576,713927,4067,Nhìn thẳng,Nhìn thẳng,Khó chịu
10:53:29 24/5/2026,Sao nhãng,12,90,31718,11297,625803,1026027,4884,Quay trái,Liếc trái,Buồn bã
10:53:30 24/5/2026,Sao nhãng,22,87,27574,7241,420035,729650,2407,Nhìn thẳng,Nhìn thẳng,Khó chịu
10:53:31 24/5/2026,Sao nhãng,23,83,68362,3076,400692,882209,3748,Nhìn thẳng,Nhìn thẳng,Buồn bã
10:53:32 24/5/2026,Sao nhãng,24,84,66907,9382,220981,927404,3633,Quay trái,Liếc trái,Ngạc nhiên
10:53:33 24/5/2026,Sao nhãng,16,67,48172,13293,528553,1203023,3435,Nhìn thẳng,Nhìn thẳng,Khó chịu
10:53:34 24/5/2026,Sao nhãng,21,78,67245,7583,243731,1323539,3701,Không tìm thấy mặt,Không tìm thấy mắt,Buồn bã
10:53:35 24/5/2026,Sao nhãng,24,87,37173,15317,342823,1386252,4418,Không tìm thấy mặt,Không tìm thấy mắt,Buồn bã
